北京数美时代科技有限公司,数据分析工程师,开发/测试/运维类,20k-40k,"大牛如云,技术氛围,大佬领投,待遇给力",朝阳区,全职,1-3年,本科,"企业服务,数据服务"
奇虎360科技有限公司,数据分析师,产品/需求/项目类,18k-35k,平台大、发展好，业务发展迅速,朝阳区,全职,3-5年,本科,"移动互联网,游戏"
北京天工矩阵信息技术有限公司,数据分析工程师,开发/测试/运维类,10k-18k,"成长控件,五险一金,带薪年假,丰厚奖励",大兴区,全职,1-3年,本科,"电子商务,企业服务"
北京志翔科技股份有限公司,数据分析工程师,开发/测试/运维类,15k-30k,"业界大牛带,技术提高快,股票期权,前景广阔",海淀区,全职,1-3年,本科,"数据服务,硬件"
杭州云脑科技有限公司,数据分析师,产品/需求/项目类,15k-30k,"深度学习,机器学习,五险一金,硅谷团队",朝阳区,全职,3-5年,本科,"企业服务,数据服务"
北京瓴岳信息技术有限公司,数据分析师,开发/测试/运维类,35k-45k,"14薪,六险一金,弹性工作制,午餐晚餐",朝阳区,全职,3-5年,本科,"移动互联网,金融"
北京轻松筹网络科技有限公司,数据分析工程师,开发/测试/运维类,15k-30k,五险一金、Mac办公、周末不加班,东城区,全职,3-5年,本科,"移动互联网,金融"
北京弘合柏基金融信息服务有限责任公司,数据分析师 --10号线亮马桥,产品/需求/项目类,15k-30k,"职位晋升,带薪年假,行业大拿,空间平台",朝阳区,全职,3-5年,本科,金融
北京五八到家信息技术有限公司,数据分析师（中台）,产品/需求/项目类,20k-30k,"六险一金,发展空间,学习氛围",朝阳区,全职,3-5年,本科,"O2O,生活服务"
北京瞰微智视科技有限公司,数据分析工程师,开发/测试/运维类,20k-35k,"硅谷办公室,海量数据,等你来分析,全球协作",朝阳区,全职,5-10年,本科,"数据服务,企业服务"
北京华悦数金科技有限公司,数据分析师,金融类,20k-40k,"零售风险,SAS,欺诈防范,政策复检",朝阳区,全职,5-10年,本科,移动互联网 金融
清枫（北京）科技有限公司,数据分析师,开发/测试/运维类,15k-30k,"北大博士,腾讯大牛,电竞大数据,期权激励",朝阳区,全职,1-3年,本科,游戏
人人行科技有限公司,数据分析,开发/测试/运维类,20k-40k,"千万级用户,大数据平台,弹性工作,行业独",朝阳区,全职,3-5年,本科,"移动互联网,金融"
北京默契破冰科技有限公司,数据分析师,产品/需求/项目类,15k-30k,"七险一金,弹性不打卡,免费午餐,季度旅游",东城区,全职,3-5年,本科,"移动互联网,社交网络"
北京尚德在线教育科技有限公司,数据分析师,产品/需求/项目类,12k-24k,"五险一金,扁平化管理,15薪",朝阳区,全职,1-3年,本科,教育
北京数美时代科技有限公司,数据分析师,开发/测试/运维类,15k-25k,"大牛如云,技术氛围,大佬领投,七险一金",朝阳区,全职,1-3年,本科,"企业服务,数据服务"
北京瓴岳信息技术有限公司,数据分析师,金融类,25k-45k,"弹性工作制,六险一金,14薪,午餐晚餐",朝阳区,全职,3-5年,本科,"移动互联网,金融"
奇虎360科技有限公司,数据分析师,产品/需求/项目类,15k-25k,"管吃管喝,免费班车,六险一金,成长机会",朝阳区,全职,1-3年,本科,"移动互联网,游戏"
北京花韵在线科技有限公司,数据分析师,产品/需求/项目类,15k-25k,"六险一金,每日餐补,住房补助,期权激励",海淀区,全职,3-5年,本科,"移动互联网,社交网络"
上海任意门科技有限公司,数据仓库与数据分析工程师,开发/测试/运维类,15k-30k,"高薪资,股权激励",海淀区,全职,3-5年,本科,"社交网络,文化娱乐"
北京斗米优聘科技发展有限公司,数据分析师,产品/需求/项目类,10k-20k,六险一金,海淀区,全职,1-3年,本科,"移动互联网,O2O"
北京弘合柏基金融信息服务有限责任公司,大数据研发工程师-大数据分析师,开发/测试/运维类,18k-35k,"团队稳定,周末双休,薪资待遇好",朝阳区,全职,3-5年,本科,金融
北京智融时代科技有限公司,数据分析,产品/需求/项目类,7k-14k,六险一金、导师制、优秀团队、成长快速,海淀区,全职,应届毕业生,本科,金融
北京三快在线科技有限公司,数据分析岗-业务发展部,运营/编辑/客服,10k-15k,大平台，空间大，发展好,朝阳区,全职,3-5年,本科,"移动互联网,O2O"
神策网络科技（北京）有限公司,数据分析师-北京,产品/需求/项目类,15k-25k,五险一金,海淀区,全职,5-10年,本科,数据服务
北京同城翼龙网络科技有限公司,数据分析师,产品/需求/项目类,20K-30K,"晋升空间大,学习机会多",海淀区,全职,5-10年,大专,金融
北京猎户星空科技有限公司,数据分析师,产品/需求/项目类,15k-30k,五险一金 带薪年假 晋升空间 绩效奖金,朝阳区,全职,1-3年,本科,"移动互联网,硬件"
汇联金科信息技术（北京 )有限公司,数据分析师,产品/需求/项目类,10k-15k,"五险一金,年终绩效,节日福利,带薪年假",朝阳区,全职,3-5年,本科,金融
北京趣拿软件科技有限公司,数据分析工程师-专车事业部,开发/测试/运维类,25k-35k,发展前景广阔，福利待遇优厚，工作环境优良,海淀区,全职,3-5年,本科,移动互联网
随行付支付有限公司,数据分析工程师,开发/测试/运维类,15k-28k,"平台大,氛围好,离地铁近,薪资给力",海淀区,全职,3-5年,本科,金融
北京数美时代科技有限公司,数据分析师,产品/需求/项目类,15k-30k,"大牛如云,技术氛围,大佬领投,七险一金",朝阳区,全职,1-3年,本科,"企业服务,数据服务"
北京瓴岳信息技术有限公司,数据分析师,开发/测试/运维类,25k-45k,"弹性工作制,六险一金,14薪,午餐晚餐",朝阳区,全职,3-5年,本科,"移动互联网,金融"
北京智融时代科技有限公司,数据分析师,产品/需求/项目类,10k-18k,六险一金、舒服工作环境、优秀团队,海淀区,全职,1-3年,本科,金融
北京口袋时尚科技有限公司,数据分析,产品/需求/项目类,20k-40k,"独立负责,薪酬福利好,发展空间大,紧贴业务",朝阳区,全职,5-10年,本科,"移动互联网 ,电子商务"
花圃（北京）科技有限公司,数据分析,产品/需求/项目类,6k-12k,"年终奖,免费健身房,免费班车,五险一金",朝阳区,全职,3-5年,本科,"移动互联网,电子商务"
竞技世界（北京）网络技术有限公司,数据分析/挖掘工程师,开发/测试/运维类,13k-23k,"带薪年假,年终奖,交通补助,交通补助",海淀区,全职,1-3年,本科,"移动互联网,游戏"
成都数联铭品科技有限公司,数据分析师,产品/需求/项目类,2k-4k,"数据分析,大数据,五险一金,行业研究",海淀区,实习,应届毕业生,本科,"电子商务,数据服务"
耀盛投资管理集团有限公司,数据分析工程师,产品/需求/项目类,20k-30k,"上升空间,团队氛围,地铁周边,弹性工时",朝阳区,全职,3-5年,本科,"金融,移动互联网"
北京懒财信息科技有限公司,数据分析师,产品/需求/项目类,20k-40k,"扁平管理,创业氛围",朝阳区,全职,3-5年,本科,金融
百合佳缘网络集团股份有限公司,数据分析师,开发/测试/运维类,10k-15k,"弹性班制,年底双薪",朝阳区,全职,1-3年,本科,"移动互联网,社交网络"
北京卡车之家信息技术股份有限公司,数据分析师,开发/测试/运维类,10k-15k,"五险一金,带薪年假,团队氛围好,新三板",朝阳区,全职,1-3年,本科,移动互联网
上海一起作业信息科技有限公司,数据分析工程师,开发/测试/运维类,10k-20k,"14薪,团队好",朝阳区,全职,1-3年,本科,"移动互联网,教育"
央广新媒体文化传媒（北京）有限公司,数据分析,开发/测试/运维类,8k-12k,"福利健全,团队年轻,年终奖金",丰台区,全职,1-3年,本科,"移动互联网,文化娱乐"
北京掌众科技有限公司,数据分析工程师,技术,30k-40k,七险一金，BAT大牛，宽阔平台,海淀区,全职,5-10年,本科,"移动互联网,金融"
北京思维造物信息科技有限公司,数据分析师,开发/测试/运维类,25k-50k,"弹性工作,技术大牛,氛围活跃,补充医疗",朝阳区,全职,3-5年,本科,"移动互联网,文化娱乐"
玖富金科控股集团有限责任公司,数据分析师,产品/需求/项目类,20k-30k,"免费班车,晋升空间",朝阳区,全职,3-5年,本科,金融
北京仁信智清科技有限公司,数据分析师,开发/测试/运维类,20k-40k,"发展空间,学习成长,项目盈利",海淀区,全职,1-3年,本科,"移动互联网,金融"
奇虎360科技有限公司,产品经理-数据分析方向,产品/需求/项目类,15k-30k,"用户增长,大数据,商业化,业务分析",朝阳区,全职,3-5年,本科,"移动互联网,游戏"
京东金融,数据分析师,开发/测试/运维类,14k-27k,"餐补,班车,大平台",大兴区,全职,3-5年,本科,金融
北京字节跳动科技有限公司,数据分析师,产品/需求/项目类,15k-30k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，扁平管理，职业大牛，晋升空间，团队氛围好，优厚薪资,海淀区,全职,1-3年,本科,"移动互联网,数据服务"
北京东方车云信息技术有限公司,大数据分析师,开发/测试/运维类,10k-20k,"交通便利,领导好,上升空间",东城区,全职,3-5年,大专,"移动互联网,O2O"
和信电子商务有限公司,数据分析师,产品/需求/项目类,8k-15k,"弹性工作制,扁平化管理,每月团建,员工旅游",朝阳区,全职,1-3年,硕士,金融
北京火币天下网络技术有限公司,数据分析,开发/测试/运维类,18k-35k,"牛人团队,领导好",海淀区,全职,3-5年,本科,"移动互联网,金融"
北京中交兴路信息科技有限公司,数据分析师-北京-00363,产品/需求/项目类,20k-35k,六险一金 定期年度体检 餐补 班车,海淀区,全职,5-10年,本科,"O2O,移动互联网"
北京一览科技有限公司,数据分析师,开发/测试/运维类,20k-40k,待遇优厚,朝阳区,全职,1-3年,本科,"移动互联网,文化娱乐"
中移在线服务有限公司,数据分析师,产品/需求/项目类,10k-20k,"五险一金,企业年金,带薪年假,通话餐补",西城区,全职,3-5年,本科,移动互联网
车好多旧机动车经纪(北京)有限公司,数据分析师,产品/需求/项目类,15k-30k,"奖金多,股票期权,团队好,成长空间大",海淀区,全职,3-5年,本科,O2O
河北乐聘网络科技有限公司,数据分析师（大数据方向）,开发/测试/运维类,20k-30k,"领导好,成长快",朝阳区,全职,不限,本科,"移动互联网,广告营销"
北京车之家信息技术有限公司,数据分析师,产品/需求/项目类,15k-25k,福利待遇好,海淀区,全职,3-5年,本科,"移动互联网,文化娱乐"
北京小度信息科技有限公司,数据分析,运营/编辑/客服,10k-20k,"五险一金,餐补,晋升空间大,医疗保险",海淀区,全职,1-3年,本科,"移动互联网,O2O"
北京方源房地产咨询服务有限公司,数据分析,产品/需求/项目类,8k-16k,"数据分析,分析报告",东城区,全职,1-3年,本科,其他
北京小度信息科技有限公司,数据分析师,运营/编辑/客服,15k-25k,"核心部门,五险一金,餐补",海淀区,全职,3-5年,本科,"移动互联网,O2O"
玖富金科控股集团有限责任公司,数据分析师,产品/需求/项目类,10k-20k,"15薪,六险一金,免费班车,晋升通道",朝阳区,全职,3-5年,本科,金融
北京字节跳动科技有限公司,数据分析师,产品/需求/项目类,20k-40k,弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，晋升空间，五险一金,海淀区,全职,3-5年,本科,"移动互联网,数据服务"
百度在线网络技术（北京）有限公司,百度贴吧内容风控策略&amp;数据分析,产品/需求/项目类,5k-10k,"平台大,福利好",海淀区,全职,1-3年,本科,"移动互联网,数据服务"
北京数猎天下科技有限公司,数据分析师,开发/测试/运维类,22k-37k,"数据可视化,技术大牛,扁平化管理,专业创始人",海淀区,全职,3-5年,硕士,"数据服务,企业服务"
北京数码通科技有限公司,数据分析师,产品/需求/项目类,10k-15k,"全额公积金,大牛云集,环境舒适,全栈团队",朝阳区,全职,1-3年,不限,"移动互联网,企业服务"
北京五八到家信息技术有限公司,数据分析师,产品/需求/项目类,15k-25k,核心业务核心岗位，数据驱动业务成长,朝阳区,全职,3-5年,本科,"O2O,生活服务"
车好多旧机动车经纪(北京)有限公司,数据分析师-数据平台,产品/需求/项目类,15k-30k,发展空间大 期权奖励,海淀区,全职,3-5年,本科,O2O
北京京东世纪贸易有限公司,数据分析师,开发/测试/运维类,10k-20k,"数据分析,经营分析,Excel,sql",大兴区,全职,3-5年,本科,"电子商务,数据服务"
北京机器学习信息技术有限公司,数据分析师,产品/需求/项目类,15K-30K,五险一金 假期多 发展空间大,海淀区,全职,5-10年,本科,移动互联网
北京纯粹旅行有限公司,数据分析师,运营/编辑/客服,10k-20k,"五险一金,年底双薪,定期体检,员工旅行",朝阳区,全职,1-3年,本科,"移动互联网,旅游"
航天数字传媒有限公司,数据分析工程师,开发/测试/运维类,10k-15k,数据分析,丰台区,全职,3-5年,本科,文化娱乐
北京易车互联信息技术有限公司,JTZNYY-数据分析师,开发/测试/运维类,11k-22k,"上市公司,汽车互联网,七险一金,各种车福利",海淀区,全职,3-5年,本科,"移动互联网,电子商务"
北京值得买科技股份有限公司,数据分析主管,运营/编辑/客服,20k-25k,"弹性时间,六险一金,首席健康师",丰台区,全职,3-5年,本科,"电子商务,文化娱乐"
北京字节跳动科技有限公司,数据分析师-电商方向,运营/编辑/客服,10k-20k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假,海淀区,全职,3-5年,本科,"移动互联网,数据服务"
北京值得买科技股份有限公司,数据分析师,产品/需求/项目类,15k-25k,"临近地铁,发展大,六险一金,福利好",丰台区,全职,1-3年,不限,"电子商务,文化娱乐"
北京达佳互联信息技术有限公司,数据分析师,开发/测试/运维类,20k-40k,"核心团队,硅谷大牛,快速成长,好玩的事儿",海淀区,全职,1-3年,硕士,移动互联网
思凯思特（北京）科技有限公司,数据分析师,开发/测试/运维类,15k-30k,"五险一金,弹性工作,工作居住证,商业医疗",朝阳区,全职,不限,本科,"移动互联网,金融"
中化石油有限公司,数据分析师,产品/需求/项目类,30k-50k,"央企,FT500,国际化,开放包容",海淀区,全职,3-5年,本科,"移动互联网,电子商务"
北京百分点信息科技有限公司,数据分析师/商业研究员,产品/需求/项目类,10k-20k,"六险一金,交通补贴,通讯补贴,带薪年假",朝阳区,全职,3-5年,本科,数据服务
一点网聚科技有限公司,数据分析师02,开发/测试/运维类,20k-40k,"弹性工作,股票期权,精英团队,发展空间大",朝阳区,全职,3-5年,本科,移动互联网
时空幻境（北京）科技有限公司,数据分析,产品/需求/项目类,18k-36k,"全球市场,国际化团队,硅谷风格",朝阳区,全职,5-10年,本科,游戏
耀盛投资管理集团有限公司,数据分析师,开发/测试/运维类,15k-25k,"五险一金,弹性工作,互联网公司,职业发展",朝阳区,全职,3-5年,本科,"金融,移动互联网"
北京热云科技有限公司,数据分析师（急招）,开发/测试/运维类,15k-30k,"六险一金,带薪年假,节日福利,工作居住证",朝阳区,全职,1-3年,本科,"数据服务,移动互联网"
完美世界（北京）软件科技发展有限公司,数据分析师(3776),运营/编辑/客服,10k-15k,"五险一金,绩效奖金,优秀平台,餐补健身房",朝阳区,全职,不限,不限,"移动互联网,游戏"
和信电子商务有限公司,数据分析师,产品/需求/项目类,9k-18k,"弹性工作制,扁平化管理",朝阳区,全职,1-3年,本科,金融
北京四维图新科技股份有限公司,大数据分析师,产品/需求/项目类,15k-30k,六险一金、优厚福利,海淀区,全职,不限,硕士,"移动互联网,生活服务"
玖富金科控股集团有限责任公司,数据分析-业务,产品/需求/项目类,9k-18k,"领导好,部门业务多,机会多,全额保险",朝阳区,全职,1-3年,本科,金融
北京轻松筹网络科技有限公司,数据分析师,产品/需求/项目类,10k-20k,全额五险一金 团队氛围好 领导NICE,东城区,全职,3-5年,本科,"移动互联网,金融"
北京字节跳动科技有限公司,数据分析师,开发/测试/运维类,15k-30k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，扁平管理，职业大牛，晋升空间，团队氛围好，优厚薪资,海淀区,全职,1-3年,本科,"移动互联网,数据服务"
联想（北京）有限公司,数据分析,产品/需求/项目类,20k-30k,"弹性工作制,餐补,周末双休,带薪假期",海淀区,全职,3-5年,本科,"移动互联网,数据服务"
北京三快在线科技有限公司,数据分析开发工程师,开发/测试/运维类,20k-40k,福利待遇优厚,朝阳区,全职,3-5年,本科,"移动互联网,O2O"
北京五八到家信息技术有限公司,数据分析师,产品/需求/项目类,8k-15k,领导nice，扁平管理，福利好,朝阳区,全职,1-3年,本科,"O2O,生活服务"
北京趣发芽科技有限公司,数据分析师,开发/测试/运维类,8k-12k,"明星团队,福利待遇好,团队氛围好",海淀区,全职,1-3年,本科,"移动互联网,社交网络"
上海一起作业信息科技有限公司,运营中心-数据分析师,产品/需求/项目类,10k-20k,"14薪,团队好,福利棒",朝阳区,全职,不限,硕士,"移动互联网,教育"
飞驰镁物（北京）信息服务有限公司,数据分析师,开发/测试/运维类,13k-20k,五险一金 弹性工作职责 13薪,朝阳区,全职,3-5年,本科,"移动互联网,数据服务"
北京缤歌网络科技有限公司,数据分析专员,市场/商务/销售类,6k-8k,"弹性工作,发展空间大",朝阳区,全职,3-5年,大专,"移动互联网,O2O"
北京福佑在线信息技术有限公司,数据分析,产品/需求/项目类,15k-20k,"七险一金,绩效奖金,年底双薪,节日福利等",海淀区,全职,3-5年,本科,O2O
北京嘀嘀无限科技发展有限公司,数据分析专家/数据工程专家(J180326017),数据开发,25k-35k,广阔平台 急速成长 诱人福利,海淀区,全职,3-5年,本科,移动互联网
北京全民共赢网络科技有限公司,数据分析师／BI产品经理,产品/需求/项目类,15k-25k,"新零售,大数据,VC投资,牛人多",朝阳区,全职,3-5年,本科,"移动互联网,企业服务"
百融金融信息服务股份有限公司,数据分析师,开发/测试/运维类,10k-20k,"带薪年假,绩效奖金,补充医疗",海淀区,全职,3-5年,本科,"金融,数据服务"
北京盈泰财富云电子商务有限公司,数据分析师,开发/测试/运维类,15k-30k,前景广阔,东城区,全职,3-5年,本科,"移动互联网,金融"
中赫时尚（北京）文化发展股份有限公司,数据分析师,产品/需求/项目类,15k-30k,"七险一金,出国旅游,丰厚奖金,环节优美",朝阳区,全职,5-10年,本科,"教育,生活服务"
玖富金科控股集团有限责任公司,数据分析师,运营/编辑/客服,12k-18k,"平台发展好,六险一金,年度体检,绩效奖金",朝阳区,全职,1-3年,本科,金融
北京字节跳动科技有限公司,商业资源运营经理-数据分析方向,运营/编辑/客服,15k-30k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,海淀区,全职,1-3年,本科,"移动互联网,数据服务"
北京三快在线科技有限公司,高级数据分析师,开发/测试/运维类,30k-40k,"超值期权,大牛团队,成长空间",朝阳区,全职,3-5年,本科,"移动互联网,O2O"
百融金融信息服务股份有限公司,数据分析师,设计,15k-25k,六险一金，交通补助，午餐补助，话费补助,海淀区,全职,不限,不限,"金融,数据服务"
奇虎360科技有限公司,数据分析实习生,产品/需求/项目类,2k-4k,"班车,三餐免费,健身房,按摩室",朝阳区,实习,1年以下,本科,"移动互联网,游戏"
北京智云众网络科技有限公司,数据分析员,产品/需求/项目类,6k-8k,"五险一金,双休,带薪年假,节日福利",朝阳区,全职,1-3年,不限,"企业服务,文化娱乐"
人人贷商务顾问（北京）有限公司,数据分析师,开发/测试/运维类,10k-16k,"14薪,每月补助,年轻团队,升职空间",海淀区,全职,1-3年,本科,金融
南京蓝鲸人网络科技有限公司,数据分析师,产品/需求/项目类,20k-40k,"牛人多,10点上班,工作日出游,弹性工作制",海淀区,全职,5-10年,本科,"移动互联网,社交网络"
北京智融时代科技有限公司,数据分析专员,产品/需求/项目类,7k-14k,六险一金、环境优良、导师制,海淀区,全职,1-3年,本科,金融
北京国双科技有限公司,数据分析师（数据中心）,设计,15k-30k,领先大数据 发展前景好 福利优厚 机会多,海淀区,全职,3-5年,本科,"数据服务,企业服务"
北京麒麟合盛科技有限公司,数据分析师（大数据）,产品/需求/项目类,20k-40k,"扁平化管理,年底双薪,餐补,房补",朝阳区,全职,1-3年,本科,移动互联网
北京达佳互联信息技术有限公司,数据分析师J10275,开发/测试/运维类,18k-36k,团队氛围好,海淀区,全职,1-3年,本科,移动互联网
北京五八到家信息技术有限公司,数据分析师,产品/需求/项目类,10k-20k,"六险一金,绩效奖金,弹性作业,年底双薪",朝阳区,全职,1-3年,本科,"O2O,生活服务"
北京融联世纪信息技术有限公司,数据分析师,产品/需求/项目类,15k-30k,"互联网金融,专业团队,发展前景,福利待遇",海淀区,全职,3-5年,本科,"移动互联网,金融"
万科链家（北京）装饰有限公司,数据分析师,开发/测试/运维类,8k-15k,"发展空间,大平台,贴心福利,竞争力薪资",大兴区,全职,3-5年,大专,其他
北京互连众信科技有限公司,数据分析（贷后）,开发/测试/运维类,10k-20k,"年底多薪,七险一金,自助午餐",朝阳区,全职,3-5年,本科,"移动互联网,O2O"
北京三快在线科技有限公司,数据分析师,产品/需求/项目类,15k-30k,"年底双薪,职位晋升,团队氛围好,核心部门",长宁区,全职,3-5年,本科,"移动互联网,O2O"
北京智融时代科技有限公司,高级数据分析工程师,开发/测试/运维类,20k-40k,工场投资；金融科技；优秀团队；上班不打卡,海淀区,全职,3-5年,本科,金融
北京字节跳动科技有限公司,数据分析师,运营/编辑/客服,15k-30k,免费三餐，租房补贴，休闲下午茶，职业大牛，团队氛围好,海淀区,全职,3-5年,本科,"移动互联网,数据服务"
上海一起作业信息科技有限公司,数据分析,产品/需求/项目类,10k-20k,"完善薪酬,完善福利,办公环境佳,与大牛共事",朝阳区,全职,1-3年,本科,"移动互联网,教育"
北京创锐文化传媒有限公司,数据分析师,运营/编辑/客服,20k-30k,五险一金，项目奖金,东城区,全职,1-3年,本科,电子商务
波塔斯（北京）科技有限公司,初级数据分析师,市场/商务/销售类,6k-12k,"行业前沿,成长路径",东城区,全职,不限,本科,"旅游,其他"
北京嘀嘀无限科技发展有限公司,数据分析师(J171124002),数据开发,20k-40k,广阔平台,海淀区,全职,3-5年,本科,移动互联网
北京鼎阅广告传媒有限责任公司,高级数据分析师,产品/需求/项目类,15k-30k,"每年16薪,月月团建,扁平化管理",海淀区,全职,5-10年,本科,移动互联网
轻易科技有限公司,数据分析师-北京-00144,产品/需求/项目类,15k-30k,14薪起，高成长团队,海淀区,全职,3-5年,本科,金融
清创网御（合肥）科技有限公司,数据分析工程师,产品/需求/项目类,15k-30k,"五险一金,弹性工作时,年终奖",海淀区,全职,3-5年,大专,"信息安全,数据服务"
上海捷科智诚科技有限公司,数据分析师,开发/测试/运维类,15k-25k,"带薪年假,补充医疗,五险一金",西城区,全职,5-10年,大专,"金融,其他"
北京方源房地产咨询服务有限公司,数据分析主管,产品/需求/项目类,8k-16k,"年底双薪,绩效奖金,带薪年假,带薪病假",东城区,全职,3-5年,本科,其他
北京国双科技有限公司,数据分析师,设计,15k-25k,大数据互联网 牛人多 发展机会 福利健全,海淀区,全职,3-5年,本科,"数据服务,企业服务"
北京掌众科技有限公司,数据分析师,开发/测试/运维类,18k-25k,"技术大牛,氛围特浓厚,七险一金,地铁周边",海淀区,全职,3-5年,本科,"移动互联网,金融"
北京五八到家信息技术有限公司,数据分析师,产品/需求/项目类,10k-20k,"数据分析,商业分析",朝阳区,全职,1-3年,本科,"O2O,生活服务"
